Log Mode	Log Freq	Timestamp	AccX	AccY	AccZ	GyroX	GyroY	GyroZ	MagnX	MagnY	MagnZ	qw	qi	qj	qk
5	100	1555371717	-14.64	-38.064	-916.464	-2.682927	2.073171	0.2439024	-296	387	532	0.01081959	0.5264443	0.8500931	-0.00900296
5	100	1555371717	-6.588	-24.888	-917.928	-2.682927	2.195122	0.4878049	-297	387	532	0.01184019	0.5261391	0.8502762	-0.008239998
5	100	1555371717	-25.62	-8.052	-958.92	-2.804878	2.073171	0.4878049	-296	387	531	0.0121262	0.5261391	0.8502762	-0.007812738
5	100	1555371717	-27.816	-26.352	-928.176	-2.926829	2.195122	0.3658537	-296	386	532	0.01117727	0.5263527	0.8501541	-0.008117924
5	100	1555371717	-13.908	-18.3	-888.648	-2.804878	2.195122	0.3658537	-296	387	529	0.01352724	0.5262612	0.8501846	-0.007232887
5	100	1555371717	-35.136	-17.568	-900.36	-2.804878	2.317073	0.3658537	-298	385	531	0.01538861	0.5265969	0.8499405	-0.007751701
5	100	1555371717	-19.032	-11.712	-899.628	-3.04878	2.439024	0.2439024	-295	386	531	0.01482036	0.5264749	0.8500321	-0.007080295
5	100	1555371717	-15.372	-9.516	-905.484	-3.04878	2.439024	0.4878049	-298	388	532	0.01523093	0.5262306	0.8501846	-0.005951109
5	100	1555371717	-23.424	-10.248	-894.504	-2.804878	2.317073	0.1219512	-297	387	532	0.01497838	0.525956	0.8503677	-0.004547258
5	100	1555371717	-13.176	-15.372	-928.908	-3.04878	2.317073	0.4878049	-297	386	532	0.01509334	0.525956	0.8503677	-0.004150517
5	100	1555371717	-1.464	-25.62	-928.176	-3.04878	2.073171	0.3658537	-297	386	532	0.01459749	0.5255287	0.8506424	-0.003723258
5	100	1555371717	-12.444	-4.392	-877.668	-2.926829	2.073171	0.3658537	-296	387	530	0.01271173	0.5250404	0.850978	-0.002685629
5	100	1555371717	-6.588	-38.064	-912.072	-2.926829	1.829268	0.6097561	-299	385	533	0.01257502	0.5247962	0.8511306	-0.002685629
5	100	1555371717	-27.084	-24.888	-875.472	-2.926829	1.829268	0.3658537	-296	387	532	0.01246792	0.5247963	0.8511307	-0.003143406
5	100	1555371717	-2.196	-16.104	-915.732	-2.804878	1.829268	0.2439024	-297	386	533	0.01292563	0.5244911	0.8513138	-0.002594073
5	100	1555371717	-18.3	-24.888	-912.072	-2.804878	1.829268	0.3658537	-296	387	531	0.01116393	0.5244301	0.8513749	-0.003051851
5	100	1555371717	0	-21.96	-934.764	-2.926829	1.95122	0.2439024	-297	386	532	0.01171112	0.5244606	0.8513443	-0.00408948
5	100	1555371717	-24.156	1.464	-915	-2.560976	1.585366	0.2439024	-298	385	529	0.01071997	0.5240943	0.8515885	-0.002685629
5	100	1555371717	2.196	-7.32	-891.576	-2.804878	1.585366	0.3658537	-298	386	531	0.01096189	0.5239418	0.85168	-0.002441481
5	100	1555371717	0	-22.692	-918.66	-3.04878	1.585366	0.2439024	-297	385	532	0.01124638	0.5237892	0.8517716	-0.001892148
5	100	1555371717	-13.176	-19.032	-937.692	-2.926829	1.585366	0.2439024	-297	386	531	0.01179732	0.5237281	0.8518021	-0.001678518
5	100	1555371717	-2.196	-3.66	-923.052	-2.682927	1.829268	0.3658537	-296	387	529	0.01081959	0.5234535	0.8519852	-0.0007629627
5	100	1555371717	-17.568	-9.516	-921.588	-2.926829	1.463415	0.1219512	-297	386	531	0.01209913	0.5238197	0.8517411	-0.001922666
5	100	1555371717	-17.568	-14.64	-907.68	-2.804878	1.707317	0.3658537	-298	387	530	0.0118276	0.5239722	0.8516494	-0.002502518
5	100	1555371717	-20.496	-13.908	-932.568	-2.560976	1.219512	0.2439024	-298	386	531	0.01155484	0.5238807	0.8517106	-0.002136296
5	100	1555371717	-13.176	-13.176	-933.3	-2.560976	1.95122	0.2439024	-296	387	531	0.01310196	0.5239418	0.8516495	-0.002533036
5	100	1555371717	-26.352	-2.196	-931.104	-2.560976	1.341463	0.2439024	-296	387	532	0.01362602	0.5238807	0.85168	-0.002105777
5	100	1555371717	-8.784	-3.66	-929.64	-2.682927	1.707317	0.1219512	-297	385	529	0.0131587	0.5239418	0.8516495	-0.002227851
5	100	1555371717	-13.176	-8.784	-909.144	-2.682927	1.585366	0.2439024	-295	385	532	0.01413277	0.5238197	0.8517106	-0.001525925
5	100	1555371717	-10.98	-23.424	-892.308	-2.682927	1.463415	0.1219512	-297	387	531	0.01422735	0.5240638	0.851558	-0.001922666
5	100	1555371717	-25.62	-19.764	-903.288	-2.560976	1.585366	0.4878049	-297	386	528	0.0147215	0.5242469	0.8514359	-0.002319407
5	100	1555371717	-30.744	-14.64	-876.936	-2.560976	1.585366	0.3658537	-297	387	531	0.01346763	0.5247658	0.8511307	-0.003997925
5	100	1555371717	-13.176	-21.96	-945.744	-2.439024	1.341463	0.2439024	-296	385	532	0.01508346	0.5249183	0.8510085	-0.004181035
5	100	1555371717	-13.908	-20.496	-904.02	-2.682927	1.463415	0.2439024	-298	386	532	0.01410322	0.525132	0.8508866	-0.005432295
5	100	1555371717	-1.464	-15.372	-897.432	-2.804878	1.463415	0.3658537	-299	386	532	0.01533429	0.5251015	0.8508866	-0.005035554
5	100	1555371717	5.856	-10.98	-909.144	-2.317073	1.585366	0.2439024	-298	387	531	0.01423991	0.5247963	0.8511002	-0.003814814
5	100	1555371717	-9.516	-26.352	-901.824	-2.560976	1.95122	0.3658537	-296	386	532	0.01366751	0.5246132	0.8512223	-0.003845332
5	100	1555371717	-4.392	-30.744	-898.164	-2.439024	1.707317	0.4878049	-297	385	532	0.01332301	0.5242774	0.8514359	-0.003540147
5	100	1555371717	-29.28	-10.248	-913.536	-2.804878	1.829268	0.1219512	-297	386	531	0.01342107	0.5242774	0.8514359	-0.003143406
5	100	1555371717	-33.672	-21.228	-912.804	-2.682927	1.341463	0.7317073	-296	386	532	0.01435455	0.5243995	0.8513443	-0.003448592
5	100	1555371717	-24.888	-27.084	-930.372	-2.560976	1.95122	0.2439024	-299	387	532	0.01389458	0.5244606	0.8513138	-0.003570666
5	100	1555371717	-13.908	-7.32	-923.784	-2.804878	1.585366	0.2439024	-296	387	533	0.01382146	0.5244606	0.8513138	-0.003845332
5	100	1555371717	-2.196	-18.3	-929.64	-2.317073	1.585366	0.3658537	-297	386	531	0.01310196	0.5239418	0.8516495	-0.002533036
5	100	1555371717	0	-9.516	-910.608	-2.560976	1.707317	-0.1219512	-296	385	531	0.01271877	0.5240943	0.851558	-0.003509629
5	100	1555371717	-8.784	-2.196	-909.876	-2.804878	1.463415	0.4878049	-298	387	531	0.01207201	0.5240638	0.8515885	-0.002899258
5	100	1555371717	-29.28	-25.62	-900.36	-2.317073	1.707317	0.3658537	-298	386	528	0.01427962	0.5243995	0.8513443	-0.003753777
5	100	1555371717	-21.96	-17.568	-897.432	-2.439024	1.707317	0.1219512	-297	387	530	0.01370236	0.524369	0.8513749	-0.003204443
5	100	1555371717	-5.124	-6.588	-923.784	-2.804878	1.585366	0.3658537	-296	387	532	0.01448888	0.5241554	0.8514969	-0.00204474
5	100	1555371717	-17.568	-21.228	-920.856	-2.560976	1.95122	0.1219512	-298	386	529	0.01451149	0.5243995	0.8513443	-0.002716147
5	100	1555371717	-30.012	-4.392	-870.348	-2.682927	2.073171	0.1219512	-297	387	532	0.01438774	0.5246437	0.8511918	-0.003814814
5	100	1555371717	-24.156	-18.3	-898.164	-2.682927	1.585366	0.1219512	-297	387	531	0.01571818	0.525132	0.8508561	-0.005767998
5	100	1555371717	-26.352	-22.692	-931.104	-2.804878	1.707317	0.3658537	-296	386	531	0.01453816	0.5253456	0.850734	-0.007232887
5	100	1555371717	-10.248	-24.888	-921.588	-2.804878	1.95122	0.2439024	-296	386	531	0.01187538	0.525071	0.8509476	-0.006897183
5	100	1555371717	-26.352	-24.888	-901.824	-2.804878	1.95122	0.2439024	-296	387	533	0.01289331	0.5253761	0.8507339	-0.008087404
5	100	1555371717	-21.228	-25.62	-919.392	-2.804878	1.829268	0.1219512	-297	387	531	0.01041253	0.5254677	0.8507035	-0.008880886
5	100	1555371717	-25.62	-5.856	-956.724	-2.682927	2.073171	0.2439024	-298	385	531	0.01143819	0.5253151	0.850795	-0.007812738
5	100	1555371717	-27.816	-19.032	-901.824	-2.926829	2.195122	0.3658537	-297	386	530	0.01293945	0.525193	0.8508559	-0.006988738
5	100	1555371717	-20.496	-17.568	-920.856	-3.170732	2.195122	0.3658537	-298	386	528	0.01341885	0.5252846	0.850795	-0.006622517
5	100	1555371717	-33.672	-17.568	-913.536	-2.926829	2.317073	0.1219512	-297	386	530	0.01353165	0.5255287	0.8506424	-0.006622517
5	100	1555371717	-23.424	-2.928	-913.536	-2.926829	2.073171	0.1219512	-297	387	531	0.01539635	0.5255287	0.8506119	-0.006469924
5	100	1555371717	-29.28	-21.228	-912.072	-2.926829	2.195122	0.3658537	-297	387	533	0.01721148	0.5258644	0.8503677	-0.006714072
5	100	1555371717	5.124	-14.64	-924.516	-2.804878	2.073171	0.1219512	-295	387	529	0.01634831	0.5256508	0.8505203	-0.006256294
5	100	1555371717	-18.3	-17.568	-928.176	-2.804878	2.195122	0.1219512	-297	387	530	0.01547359	0.5254372	0.850673	-0.005645924
5	100	1555371717	3.66	0.732	-884.256	-2.804878	1.95122	0.3658537	-297	387	532	0.01514066	0.5249184	0.8510087	-0.003967406
5	100	1555371717	-6.588	-10.248	-901.824	-2.804878	2.317073	0.1219512	-297	387	532	0.01410955	0.5244606	0.8513138	-0.002594073
5	100	1555371717	-21.96	6.588	-895.968	-2.682927	1.95122	0.3658537	-297	387	532	0.01313377	0.5243385	0.8514054	-0.002349925
5	100	1555371717	-16.836	-17.568	-923.784	-2.682927	2.317073	0.3658537	-296	388	532	0.01343661	0.5241859	0.8514969	-0.001251259
5	100	1555371717	-17.568	-13.176	-884.988	-2.804878	1.95122	0.3658537	-298	386	531	0.01326023	0.5245827	0.8512528	-0.002410962
5	100	1555371717	-23.424	-26.352	-904.752	-2.682927	1.707317	0.3658537	-298	387	532	0.01444768	0.5247963	0.8511002	-0.002929777
5	100	1555371717	-8.052	-21.228	-929.64	-2.926829	2.195122	0	-299	387	531	0.01438981	0.5247963	0.8511002	-0.003204443
5	100	1555371717	-14.64	-7.32	-898.164	-2.804878	2.073171	0.1219512	-296	387	531	0.01319715	0.5248268	0.8511002	-0.003326518
5	100	1555371717	-30.744	-13.176	-909.144	-2.682927	1.829268	0.4878049	-297	387	531	0.01484849	0.5249795	0.8509782	-0.003509629
5	100	1555371717	-49.776	0	-873.276	-2.926829	1.707317	0.1219512	-297	386	530	0.01578629	0.5254372	0.850673	-0.00469985
5	100	1555371717	-4.392	-25.62	-889.38	-2.682927	1.95122	0.2439024	-298	387	531	0.01522506	0.5253456	0.850734	-0.005645924
5	100	1555371717	-20.496	-10.248	-921.588	-2.804878	1.585366	0.3658537	-297	388	531	0.01507161	0.5252541	0.850795	-0.005371258
5	100	1555371717	-16.104	-27.084	-920.856	-2.439024	1.585366	0.7317073	-298	386	531	0.01388385	0.5250404	0.8509476	-0.005279702
5	100	1555371717	-35.136	-8.052	-926.712	-2.682927	1.585366	0.2439024	-297	387	532	0.01378908	0.5250404	0.8509476	-0.00552385
5	100	1555371717	-17.568	-4.392	-916.464	-2.560976	1.585366	0.3658537	-296	388	532	0.01209667	0.5246437	0.8512223	-0.004821924
5	100	1555371717	-10.248	3.66	-913.536	-2.682927	1.585366	0.1219512	-298	387	530	0.01371323	0.5244606	0.8513138	-0.004211554
5	100	1555371717	-10.248	-16.104	-915	-2.439024	1.707317	0.4878049	-297	385	530	0.01215565	0.5243995	0.8513749	-0.004272591
5	100	1555371717	-1.464	-4.392	-927.444	-2.439024	1.707317	0.1219512	-297	387	534	0.0112702	0.5237892	0.8517717	-0.001739555
5	100	1555371717	-10.248	4.392	-939.888	-2.682927	1.829268	0.2439024	-297	386	530	0.01117194	0.523545	0.8519242	-0.0009765923
5	100	1555371717	-4.392	-23.424	-915	-2.682927	1.707317	0.2439024	-298	386	529	0.01336322	0.5237892	0.8517411	-0.001861629
5	100	1555371717	-21.96	0.732	-901.824	-2.682927	1.95122	0.1219512	-297	387	528	0.01208928	0.5238197	0.8517411	-0.001983703
5	100	1555371717	-29.28	-7.32	-920.124	-2.926829	1.707317	0.2439024	-297	387	531	0.01246792	0.5239112	0.85168	-0.001617481
5	100	1555371717	-21.96	2.196	-908.412	-2.926829	1.585366	0.3658537	-298	384	533	0.01324224	0.5241859	0.8514969	-0.002594073
5	100	1555371717	-13.908	-20.496	-924.516	-2.682927	1.95122	0.3658537	-298	387	531	0.01343661	0.5242775	0.851436	-0.00308237
5	100	1555371717	-16.104	-23.424	-917.928	-2.804878	1.707317	0.2439024	-298	387	532	0.01309058	0.5239418	0.8516495	-0.002594073
5	100	1555371717	-19.032	-17.568	-910.608	-2.804878	1.707317	0.2439024	-298	385	531	0.01208928	0.5241554	0.8515275	-0.003997925
5	100	1555371717	-17.568	-20.496	-904.752	-2.560976	1.707317	0.2439024	-296	386	532	0.01251563	0.5240943	0.851558	-0.004181036
5	100	1555371717	-8.052	-7.32	-912.072	-2.560976	1.463415	0.1219512	-298	387	531	0.01239359	0.5240028	0.851619	-0.003540147
5	100	1555371717	-13.176	-2.928	-899.628	-2.682927	1.707317	0.1219512	-297	386	529	0.01301295	0.5242775	0.851436	-0.004547258
5	100	1555371717	-11.712	-19.032	-916.464	-2.439024	1.341463	0.3658537	-298	386	531	0.01246313	0.5240943	0.851558	-0.004333628
5	100	1555371717	-23.424	-26.352	-913.536	-2.682927	1.219512	0.2439024	-298	387	528	0.0148284	0.5242775	0.8514054	-0.004699851
5	100	1555371717	3.66	2.928	-905.484	-2.804878	1.829268	0.1219512	-298	386	530	0.01418119	0.5242469	0.8514359	-0.004577776
5	100	1555371717	-27.084	-34.404	-892.308	-2.804878	1.585366	0.2439024	-300	388	530	0.01433794	0.5243385	0.8513749	-0.004943999
5	100	1555371717	-17.568	-27.816	-904.752	-2.926829	1.585366	0.4878049	-298	386	530	0.01352063	0.524308	0.8514054	-0.005218665
5	100	1555371717	-52.704	-29.28	-913.536	-2.804878	1.463415	0.3658537	-298	386	531	0.0147134	0.5245216	0.8512528	-0.005401776
5	100	1555371718	-2.196	-22.692	-925.248	-2.682927	1.341463	0.2439024	-297	387	532	0.01398225	0.5242469	0.8514359	-0.005157628
5	100	1555371718	-5.856	-2.928	-905.484	-2.560976	1.463415	0.2439024	-298	386	531	0.01447241	0.5236061	0.8518326	-0.002899258
5	100	1555371718	-11.712	-13.176	-917.196	-2.560976	1.463415	0.1219512	-298	388	529	0.01321295	0.5238807	0.85168	-0.003936888
5	100	1555371718	-5.856	-15.372	-894.504	-2.682927	1.585366	0.3658537	-297	387	530	0.01436493	0.5238502	0.85168	-0.003967406
5	100	1555371718	-17.568	13.176	-879.864	-2.804878	1.585366	0.4878049	-297	386	530	0.01427336	0.5237586	0.8517411	-0.003204443
5	100	1555371718	-19.032	-3.66	-925.98	-3.04878	1.219512	0.3658537	-299	387	531	0.01329614	0.5236366	0.8518326	-0.003021332
5	100	1555371718	-33.672	-13.176	-895.968	-2.926829	1.707317	0.4878049	-297	386	531	0.01420848	0.5240028	0.8515885	-0.004028443
5	100	1555371718	-50.508	-43.92	-893.772	-2.682927	1.463415	0.2439024	-298	386	530	0.01656022	0.5247048	0.8511002	-0.006256294
5	100	1555371718	-29.28	-29.28	-901.824	-2.804878	1.707317	0.3658537	-297	387	531	0.01487055	0.5247048	0.8511307	-0.00634785
5	100	1555371718	-24.888	-8.784	-884.256	-2.682927	1.95122	0.4878049	-297	387	529	0.01605399	0.5245827	0.8511918	-0.005279702
5	100	1555371718	-19.764	-19.032	-928.908	-2.439024	1.585366	0.1219512	-298	385	530	0.01543116	0.5246437	0.8511612	-0.005951109
5	100	1555371718	-15.372	-20.496	-933.3	-2.682927	1.829268	0.2439024	-297	386	530	0.01425246	0.5245827	0.8512223	-0.00552385
5	100	1555371718	-19.764	-21.96	-885.72	-2.682927	1.707317	0.3658537	-296	387	530	0.01620733	0.5245826	0.8511916	-0.004791406
5	100	1555371718	-21.96	-10.98	-927.444	-2.560976	1.341463	0	-298	387	530	0.01642651	0.5246743	0.8511308	-0.004852443
5	100	1555371718	-43.92	-18.3	-912.072	-2.926829	1.829268	0.1219512	-298	386	532	0.01568212	0.5247963	0.8510697	-0.004821924
5	100	1555371718	-19.032	-8.784	-931.104	-2.804878	1.463415	0.3658537	-298	387	529	0.01525439	0.5242774	0.8514054	-0.003051851
5	100	1555371718	-4.392	-4.392	-897.432	-2.560976	1.707317	0.2439024	-297	387	531	0.01545046	0.5238807	0.8516495	-0.001831111
5	100	1555371718	0	-16.104	-900.36	-2.804878	1.95122	0	-297	387	532	0.01410322	0.5238197	0.8517106	-0.001770074
5	100	1555371718	-36.6	-11.712	-913.536	-2.560976	1.829268	0	-296	388	531	0.01434209	0.5241554	0.8514969	-0.002899258
5	100	1555371718	-13.908	0	-895.236	-2.682927	1.829268	0	-298	388	532	0.01371975	0.5241249	0.8515275	-0.002410962
5	100	1555371718	-24.888	-19.032	-884.256	-2.682927	1.95122	0.2439024	-297	387	530	0.01459544	0.5244911	0.8512833	-0.003570666
5	100	1555371718	-10.248	-29.28	-912.804	-2.682927	1.585366	0.3658537	-298	386	531	0.01513081	0.5245217	0.8512529	-0.004089481
5	100	1555371718	-38.064	-30.012	-887.916	-2.439024	1.463415	0.3658537	-297	386	531	0.01297395	0.5246742	0.8511918	-0.004608295
5	100	1555371718	-16.836	-14.64	-920.856	-2.682927	1.707317	0.1219512	-299	387	531	0.01385377	0.5244606	0.8513138	-0.003723258
5	100	1555371718	-8.052	-26.352	-906.948	-2.804878	1.585366	0.3658537	-297	387	531	0.01376745	0.5242164	0.8514664	-0.003540147
5	100	1555371718	24.156	-13.908	-893.04	-2.439024	1.707317	0.3658537	-297	386	529	0.01209421	0.5240638	0.8515885	-0.002807703
5	100	1555371718	-17.568	-38.064	-883.524	-2.560976	1.707317	0	-298	387	531	0.01271173	0.5243385	0.8514054	-0.004058962
5	100	1555371718	-27.084	-12.444	-906.216	-2.804878	1.585366	0.3658537	-296	387	531	0.01255367	0.5242469	0.8514664	-0.003540147
5	100	1555371718	-23.424	-38.064	-928.176	-2.560976	1.097561	0.2439024	-297	387	530	0.01206707	0.5243995	0.8513749	-0.004516739
5	100	1555371718	-35.136	-15.372	-927.444	-2.682927	1.707317	0.2439024	-300	387	530	0.01283307	0.5244301	0.8513443	-0.004608295
5	100	1555371718	-11.712	-23.424	-902.556	-2.560976	1.341463	0.2439024	-297	387	530	0.01259633	0.5244301	0.8513443	-0.005218665
5	100	1555371718	-12.444	-17.568	-926.712	-2.682927	1.585366	0	-298	389	532	0.01300149	0.5242774	0.8514359	-0.004577776
5	100	1555371718	-21.96	-30.744	-889.38	-2.560976	1.463415	0.3658537	-297	387	534	0.01130453	0.5245522	0.8512833	-0.005829035
5	100	1555371718	-22.692	-26.352	-924.516	-2.804878	1.463415	0.1219512	-296	387	532	0.011655	0.5243995	0.8513749	-0.005493332
5	100	1555371718	-27.084	-10.98	-913.536	-2.560976	1.463415	0.3658537	-298	387	530	0.01290255	0.5245217	0.8512834	-0.005218666
5	100	1555371718	-5.856	-18.3	-915.732	-2.560976	1.829268	0.3658537	-298	387	530	0.01299232	0.5242774	0.8514359	-0.004608295
5	100	1555371718	-12.444	-32.94	-933.3	-2.926829	1.707317	0.1219512	-297	387	533	0.01275854	0.5241859	0.8514969	-0.004394665
5	100	1555371718	-7.32	-16.836	-909.144	-2.804878	1.707317	0.1219512	-298	384	531	0.00944291	0.5241554	0.851558	-0.004577776
5	100	1555371718	-7.32	-12.444	-907.68	-2.682927	1.585366	0.3658537	-297	387	531	0.01159861	0.5240638	0.8515885	-0.004425184
5	100	1555371718	-38.064	-32.208	-914.268	-3.04878	1.463415	0	-298	387	531	0.01182256	0.5241554	0.8515275	-0.004730369
5	100	1555371718	-10.248	-27.084	-938.424	-2.682927	1.585366	0.1219512	-297	387	531	0.01315191	0.524369	0.8513749	-0.005005036
5	100	1555371718	-7.32	-46.116	-926.712	-2.682927	1.707317	0.2439024	-298	387	531	0.01225333	0.5245827	0.8512529	-0.005615406
5	100	1555371718	-10.248	0.732	-898.164	-2.439024	1.463415	0.3658537	-296	387	532	0.01258686	0.5243385	0.8514054	-0.004425184
5	100	1555371718	-24.156	-40.26	-893.04	-2.682927	1.707317	0.2439024	-298	387	531	0.01332525	0.5247048	0.8511613	-0.005645925
5	100	1555371718	-19.032	-35.136	-909.876	-2.682927	1.829268	0.1219512	-297	387	532	0.01158575	0.524308	0.8514359	-0.004882962
5	100	1555371718	0	-23.424	-885.72	-2.682927	1.707317	0.1219512	-297	385	531	0.01085534	0.524369	0.8514054	-0.005310221
5	100	1555371718	2.928	-20.496	-933.3	-2.682927	1.829268	0.2439024	-297	387	530	0.01190545	0.5241554	0.8515275	-0.004516739
5	100	1555371718	-15.372	-27.816	-897.432	-2.804878	1.463415	0.2439024	-296	387	530	0.01157288	0.5241554	0.8515275	-0.005310221
5	100	1555371718	-37.332	-19.032	-886.452	-2.926829	1.585366	0.1219512	-298	388	530	0.01194294	0.5244911	0.8513138	-0.005584887
5	100	1555371718	-2.928	-18.3	-895.968	-2.560976	1.585366	0.4878049	-298	386	529	0.01247269	0.5246742	0.8511918	-0.005829035
5	100	1555371718	0.732	-16.104	-915.732	-2.439024	1.219512	0.3658537	-296	387	529	0.01270704	0.5244301	0.8513443	-0.004943999
5	100	1555371718	-4.392	-9.516	-895.968	-2.682927	1.707317	0.3658537	-298	386	531	0.0124918	0.5244911	0.8513138	-0.004211554
5	100	1555371718	-39.528	-24.156	-920.124	-2.439024	1.707317	0	-299	386	532	0.01314964	0.5247658	0.8511307	-0.004943999
5	100	1555371718	-13.176	-27.816	-932.568	-2.682927	1.219512	0.3658537	-298	386	534	0.01321746	0.5247658	0.8511307	-0.004760887
5	100	1555371718	-8.784	-19.032	-915	-2.682927	1.341463	0.3658537	-298	386	531	0.01242721	0.5245827	0.8512529	-0.005218666
5	100	1555371718	-7.32	-27.084	-923.784	-2.682927	1.463415	0.1219512	-297	386	531	0.01217035	0.5244911	0.8513138	-0.005066073
5	100	1555371718	-20.496	-26.352	-920.856	-2.682927	1.463415	0.4878049	-297	386	532	0.01292793	0.5245216	0.8512833	-0.005157628
5	100	1555371718	-27.084	-19.032	-918.66	-2.439024	1.707317	0.2439024	-297	386	533	0.01294176	0.5247658	0.8511307	-0.005462813
5	100	1555371718	3.66	0	-897.432	-2.804878	1.707317	0.2439024	-297	387	533	0.01337213	0.5241249	0.8515275	-0.003906369
5	100	1555371718	-14.64	15.372	-887.916	-2.682927	1.707317	0.3658537	-298	387	531	0.01462808	0.5240943	0.8515275	-0.00347911
5	100	1555371718	-16.836	-23.424	-914.268	-2.804878	1.829268	0.2439024	-297	386	532	0.01481835	0.5239418	0.851619	-0.003234962
5	100	1555371718	-29.28	0.732	-897.432	-2.560976	1.585366	0.3658537	-296	387	530	0.01556002	0.5242164	0.8514359	-0.003448592
5	100	1555371718	-9.516	-14.64	-950.136	-2.560976	1.463415	0.2439024	-296	387	532	0.01322422	0.523545	0.8518937	-0.001709037
5	100	1555371718	-35.136	-14.64	-940.62	-2.682927	1.463415	0.3658537	-297	386	530	0.01426291	0.5241554	0.8514969	-0.003265481
5	100	1555371718	-13.176	-20.496	-887.184	-2.682927	1.341463	0.3658537	-298	387	533	0.01606141	0.5243995	0.8513138	-0.003448592
5	100	1555371718	-3.66	-11.712	-912.804	-2.560976	1.585366	0.1219512	-298	386	529	0.01556576	0.524369	0.8513443	-0.002777184
5	100	1555371718	-24.156	-17.568	-882.792	-2.439024	1.829268	0.1219512	-298	386	531	0.01561928	0.5247047	0.8511306	-0.004181035
5	100	1555371718	-32.94	-23.424	-888.648	-2.560976	1.707317	0.2439024	-297	386	534	0.01556384	0.5249489	0.8509781	-0.004760887
5	100	1555371718	-15.372	-19.032	-897.432	-2.682927	1.585366	0.6097561	-297	385	533	0.01539442	0.5248573	0.8510392	-0.004486221
5	100	1555371718	-9.516	-20.496	-906.216	-2.682927	1.829268	0.4878049	-299	387	532	0.01492856	0.5249184	0.8510087	-0.00469985
5	100	1555371718	-40.26	-17.568	-895.968	-2.560976	1.707317	0.2439024	-297	386	533	0.01520547	0.5251931	0.8508256	-0.006073184
5	100	1555371718	-27.084	-15.372	-907.68	-2.804878	1.585366	0.2439024	-297	386	529	0.01500224	0.5251015	0.8508866	-0.005951109
5	100	1555371718	-3.66	-33.672	-925.248	-2.682927	1.707317	0.2439024	-298	387	530	0.01293945	0.5250405	0.8509477	-0.007293924
5	100	1555371718	-16.836	-23.424	-908.412	-2.560976	1.585366	0.1219512	-299	388	531	0.01308147	0.5244606	0.8513138	-0.005890072
5	100	1555371718	2.196	-27.816	-905.484	-2.682927	1.707317	0.2439024	-298	386	529	0.01243201	0.5241859	0.8514969	-0.005249184
5	100	1555371718	0.732	-23.424	-905.484	-2.560976	1.463415	0.4878049	-297	387	532	0.01157803	0.5236672	0.8518327	-0.004455703
5	100	1555371718	-30.012	-16.104	-876.936	-2.560976	1.585366	0.3658537	-299	387	531	0.0125418	0.5237892	0.8517411	-0.004974518
5	100	1555371718	-32.94	-30.012	-910.608	-2.682927	1.829268	0.3658537	-299	385	532	0.01021605	0.5237892	0.8517717	-0.005066073
5	100	1555371718	-10.248	-16.836	-895.968	-2.560976	1.585366	0.2439024	-299	387	532	0.01032342	0.5238807	0.8517106	-0.005615406
5	100	1555371718	-15.372	-32.94	-900.36	-2.804878	1.585366	0.3658537	-297	385	532	0.01251563	0.5239723	0.851619	-0.006439405
5	100	1555371718	-11.712	-16.836	-901.092	-2.804878	1.219512	0.1219512	-296	387	531	0.01007505	0.5239722	0.8516494	-0.006683553
5	100	1555371718	2.196	-24.888	-903.288	-2.560976	1.707317	0.4878049	-297	387	531	0.01124903	0.5239113	0.8516801	-0.005615406
5	100	1555371718	-16.836	-29.28	-899.628	-2.439024	1.585366	0.3658537	-298	387	531	0.01096461	0.5238197	0.8517411	-0.005462813
5	100	1555371718	-9.516	-24.888	-931.836	-2.560976	1.341463	0.1219512	-297	386	531	0.01240081	0.5241249	0.8515275	-0.00634785
5	100	1555371718	-21.228	8.052	-895.968	-2.682927	1.341463	0.1219512	-298	387	533	0.01107548	0.5239112	0.85168	-0.005951109
5	100	1555371718	5.856	-13.908	-928.176	-2.926829	1.219512	0.2439024	-296	386	530	0.01228733	0.5236977	0.8518022	-0.004791406
5	100	1555371718	-17.568	-24.888	-929.64	-2.682927	1.829268	0.4878049	-298	386	531	0.01166011	0.5239113	0.8516801	-0.004699851
5	100	1555371718	-11.712	-14.64	-889.38	-2.804878	1.463415	0.1219512	-298	386	532	0.01345656	0.5240638	0.851558	-0.005005036
5	100	1555371718	-9.516	-16.104	-893.04	-2.682927	1.463415	0.3658537	-296	387	532	0.01286554	0.5241249	0.8515275	-0.00534074
5	100	1555371718	-24.888	-13.908	-909.144	-2.804878	1.585366	0.2439024	-299	389	531	0.01146682	0.5240638	0.8515885	-0.004760887
5	100	1555371718	-19.032	-28.548	-925.248	-2.926829	1.707317	0.2439024	-297	387	530	0.01220215	0.5240028	0.851619	-0.004150517
5	100	1555371718	-10.98	-14.64	-909.144	-2.926829	1.829268	0.3658537	-297	385	529	0.0105179	0.5239418	0.85168	-0.003936888
5	100	1555371718	-32.208	-7.32	-923.784	-2.804878	1.707317	0.3658537	-297	387	533	0.01202749	0.5239113	0.8516801	-0.003662221
5	100	1555371718	-7.32	-16.104	-923.784	-2.926829	1.707317	0.1219512	-297	386	531	0.01233816	0.5240028	0.851619	-0.003723258
